,drug_co,occurs
1859,"('nordoxepin', 'paroxetine')",2
1860,"('ephedrine', 'oxycodone')",2
1861,"('anticonvulsants', 'opiates')",2
1862,"('anticonvulsants', 'aohalprazolam')",2
1863,"('barbituates', 'opiates')",2
1864,"('barbituates', 'oxcarbazepine')",2
1865,"('barbituates', 'pregabalin')",2
1866,"('benzodiazepine', 'doxepin')",2
1867,"('dextromethorphan', 'pregabalin')",2
1868,"('doxepin', 'morphine')",2
1869,"('doxepin', 'opioids')",2
1870,"('doxepin', 'tramadol')",2
1871,"('doxepin', 'tramadol_aggregate')",2
1872,"('eddp', 'pregabalin')",2
1873,"('morphine', 'nortramadol')",2
1874,"('morphine', 'oxcarbazepine')",2
1875,"('morphine', 'trazodone')",2
1876,"('otc_cold_remedies', 'pregabalin')",2
1877,"('oxcarbazepine', 'pregabalin')",2
1878,"('paroxetine', 'pregabalin')",2
1879,"('pregabalin', 'tramadol')",2
1880,"('pregabalin', 'tramadol_aggregate')",2
1881,"('trazodone', 'aohalprazolam')",2
1882,"('amlodipine', 'analgesics')",2
1883,"('amlodipine', 'antidepressants')",2
1884,"('amlodipine', 'antipsycotics')",2
1885,"('amlodipine', 'benzodiazepine')",2
1886,"('amlodipine', 'lorazepam')",2
1887,"('amlodipine', 'opioids')",2
1888,"('anticonvulsants', 'lorazepam')",2
1889,"('antipsycotics', 'miscellaneous')",2
1890,"('antipsycotics', 'stimulants')",2
1891,"('barbituates', 'oxazepam')",2
1892,"('buprenorphine', 'fluoxetine')",2
1893,"('buprenorphine', 'miscellaneous')",2
1894,"('buprenorphine', 'stimulants')",2
1895,"('dextromethorphan', 'lorazepam')",2
1896,"('fluoxetine', 'oxazepam')",2
1897,"('fluoxetine', 'tramadol')",2
1898,"('fluoxetine', 'tramadol_aggregate')",2
1899,"('gabapentin', 'lorazepam')",2
1900,"('gabapentin', 'oxazepam')",2
1901,"('lorazepam', 'otc_cold_remedies')",2
1902,"('lorazepam', 'tramadol')",2
1903,"('lorazepam', 'tramadol_aggregate')",2
1904,"('amphetamines', 'chloropheniramine')",2
1905,"('antihistamines', 'lorazepam')",2
1906,"('chloropheniramine', 'lorazepam')",2
1907,"('chloropheniramine', 'methamphetamine')",2
1908,"('delta_9_carboxy_thc', 'otc_cold_remedies')",2
1909,"('thc_aggregate', 'tramadol')",2
1910,"('thc_aggregate', 'tramadol_aggregate')",2
1911,"('thc_aggregate', 'trazodone')",2
1912,"('methadone', 'sedatives_hypnotics')",2
1913,"('miscellaneous', 'oxcarbazepine')",2
1914,"('miscellaneous', 'trazodone')",2
1915,"('analgesics', 'antihistamines')",2
1916,"('analgesics', 'benztropine')",2
1917,"('analgesics', 'neurologicals')",2
1918,"('analgesics', 'nordiazapam')",2
1919,"('analgesics', 'sertraline')",2
1920,"('antidepressants', 'benztropine')",2
1921,"('antidepressants', 'doxylamine')",2
1922,"('antidepressants', 'neurologicals')",2
1923,"('antihistamines', 'sertraline')",2
1924,"('antihistamines', 'temazepam')",2
1925,"('benztropine', 'eddp')",2
1926,"('benztropine', 'neurologicals')",2
1927,"('benztropine', 'paroxetine')",2
1928,"('benztropine', 'sertraline')",2
1929,"('doxylamine', 'paroxetine')",2
1930,"('doxylamine', 'sertraline')",2
1931,"('eddp', 'neurologicals')",2
1932,"('methamphetamine', 'paroxetine')",2
1933,"('methamphetamine', 'sertraline')",2
1934,"('neurologicals', 'paroxetine')",2
1935,"('neurologicals', 'sertraline')",2
1936,"('7aminoclonazepam', 'norsertraline')",2
1937,"('antidepressants', 'diltiazem')",2
1938,"('antidepressants', 'quetiapine')",2
1939,"('antipsycotics', 'norsertraline')",2
1940,"('norsertraline', 'opioids')",2
1941,"('norsertraline', 'quetiapine')",2
1942,"('benzodiazepine', 'phenylpropanolamine')",2
1943,"('codeine', 'phenylpropanolamine')",2
1944,"('heroin_from_combo', 'phenylpropanolamine')",2
1945,"('7aminoclonazepam', 'mdma')",2
1946,"('carboxy_thc', 'fentanyl')",2
1947,"('carboxy_thc', 'norfentanyl')",2
1948,"('alcohols', 'glucose')",2
1949,"('analgesics', 'carboxy_thc')",2
1950,"('analgesics', 'thc_cooh')",2
1951,"('anticonvulsants', 'glucose')",2
1952,"('benzodiazepine', 'glucose')",2
1953,"('carboxy_thc', 'lorazepam')",2
1954,"('ethanol', 'glucose')",2
1955,"('glucose', 'hydrocodone')",2
1956,"('glucose', 'oxymorphone')",2
1957,"('glucose', 'tramadol')",2
1958,"('glucose', 'tramadol_aggregate')",2
1959,"('miscellaneous', 'oxymorphone')",2
1960,"('clonazepam', 'cyclobenzaprine')",2
1961,"('clonazepam', 'muscle_relaxants')",2
1962,"('antipsycotics', 'dihydrocodeine')",2
1963,"('dihydrocodeine', 'quetiapine')",2
1964,"('analgesics', 'opiates')",2
1965,"('clonazepam', 'methamphetamine')",2
1966,"('methadone', 'methamphetamine')",2
1967,"('anticonvulsants', 'dihydrocodeine')",2
1968,"('anticonvulsants', 'narcotics')",2
1969,"('antidepressants', 'dihydrocodeine')",2
1970,"('dihydrocodeine', 'eddp')",2
1971,"('gastrointestionals', 'hydromorphone')",2
1972,"('gastrointestionals', 'miscellaneous')",2
1973,"('gastrointestionals', 'oxazepam')",2
1974,"('hydromorphone', 'promethazine')",2
1975,"('miscellaneous', 'promethazine')",2
1976,"('nordiazapam', 'oxcarbazepine')",2
1977,"('oxazepam', 'promethazine')",2
1978,"('oxcarbazepine', 'stimulants')",2
1979,"('6_mam', 'analgesics')",2
1980,"('6_mam', 'gabapentin')",2
1981,"('carboxy_thc', 'sedatives_hypnotics')",2
1982,"('cardiovascular', 'gabapentin')",2
1983,"('codeine', 'gabapentin')",2
1984,"('gabapentin', 'heroin_from_combo')",2
1985,"('gabapentin', 'morphine')",2
1986,"('alcohols', 'barbituates')",2
1987,"('alcohols', 'fluoxetine')",2
1988,"('barbituates', 'ethanol')",2
1989,"('barbituates', 'glucose')",2
1990,"('cardiovascular', 'fluoxetine')",2
1991,"('ethanol', 'fluoxetine')",2
1992,"('fluoxetine', 'glucose')",2
1993,"('fluoxetine', 'metoprolol')",2
1994,"('hydroxyzine', 'stimulants')",2
1995,"('alcohols', 'narcotics')",2
1996,"('alphahydroxyalprazolam', 'miscellaneous')",2
1997,"('alphahydroxyalprazolam', 'narcotics')",2
1998,"('alphahydroxyalprazolam', 'oxazepam')",2
1999,"('alphahydroxyalprazolam', 'stimulants')",2
2000,"('amitriptyline', 'miscellaneous')",2
2001,"('amitriptyline', 'narcotics')",2
2002,"('amitriptyline', 'oxazepam')",2
2003,"('ethanol', 'narcotics')",2
2004,"('miscellaneous', 'oxycodone')",2
2005,"('analgesics', 'antibiotics')",2
2006,"('antibiotics', 'clonazepam')",2
2007,"('gabapentin', 'nortriptyline')",2
2008,"('antibiotics', 'oxycodone')",2
2009,"('antibiotics', 'tramadol')",2
2010,"('antibiotics', 'tramadol_aggregate')",2
2011,"('levofloxacin', 'opioids')",2
2012,"('levofloxacin', 'oxycodone')",2
2013,"('levofloxacin', 'tramadol')",2
2014,"('levofloxacin', 'tramadol_aggregate')",2
2015,"('amphetamine', 'carboxy_thc')",2
2016,"('diltiazem', 'stimulants')",2
2017,"('methamphetamine', 'stimulants')",2
2018,"('6_mam', 'alphahydroxyalprazolam')",2
2019,"('6_mam', 'duloxetine')",2
2020,"('alphahydroxyalprazolam', 'codeine')",2
2021,"('alphahydroxyalprazolam', 'dextromethorphan')",2
2022,"('alphahydroxyalprazolam', 'heroin_from_combo')",2
2023,"('alphahydroxyalprazolam', 'morphine')",2
2024,"('alphahydroxyalprazolam', 'otc_cold_remedies')",2
2025,"('amitriptyline', 'dextromethorphan')",2
2026,"('amitriptyline', 'otc_cold_remedies')",2
2027,"('benzodiazepine', 'duloxetine')",2
2028,"('codeine', 'duloxetine')",2
2029,"('dextromethorphan', 'duloxetine')",2
2030,"('duloxetine', 'gastrointestionals')",2
2031,"('duloxetine', 'heroin_from_combo')",2
2032,"('duloxetine', 'nordiazapam')",2
2033,"('duloxetine', 'otc_cold_remedies')",2
2034,"('duloxetine', 'paroxetine')",2
2035,"('duloxetine', 'promethazine')",2
2036,"('gastrointestionals', 'tramadol')",2
2037,"('gastrointestionals', 'tramadol_aggregate')",2
2038,"('nordiazapam', 'tramadol')",2
2039,"('nordiazapam', 'tramadol_aggregate')",2
2040,"('promethazine', 'tramadol')",2
2041,"('promethazine', 'tramadol_aggregate')",2
2042,"('alcohols', 'oxcarbazepine')",2
2043,"('ethanol', 'oxcarbazepine')",2
2044,"('oxcarbazepine', 'sertraline')",2
2045,"('sertraline', 'topiramate')",2
2046,"('sertraline', 'tramadol')",2
2047,"('sertraline', 'tramadol_aggregate')",2
2048,"('diltiazem', 'oxycodone')",2
2049,"('clonazepam', 'valproicacid')",2
2050,"('lorazepam', 'mdma')",2
2051,"('mdma', 'thc')",2
2052,"('alcohols', 'eszopiclone')",2
2053,"('barbituates', 'cocaine')",2
2054,"('cocaine', 'gastrointestionals')",2
2055,"('cocaine', 'promethazine')",2
2056,"('cocaine', 'sertraline')",2
2057,"('eddp', 'mda')",2
2058,"('eszopiclone', 'ethanol')",2
2059,"('eszopiclone', 'hydromorphone')",2
2060,"('gastrointestionals', 'oxymorphone')",2
2061,"('oxymorphone', 'promethazine')",2
2062,"('oxymorphone', 'sedatives_hypnotics')",2
2063,"('pregabalin', 'stimulants')",2
2064,"('antibiotics', 'stimulants')",2
2065,"('levofloxacin', 'stimulants')",2
2066,"('alprazolam', 'antipsycotics')",2
2067,"('alprazolam', 'mda')",2
2068,"('alprazolam', 'quetiapine')",2
2069,"('antipsycotics', 'thc_aggregate')",2
2070,"('benzoylecgonine', 'mdma')",2
2071,"('delta_9_thc', 'methadone')",2
2072,"('fentanyl', 'mdma')",2
2073,"('mdma', 'norfentanyl')",2
2074,"('methadone', 'norfentanyl')",2
2075,"('antihistamines', 'duloxetine')",2
2076,"('duloxetine', 'gabapentin')",2
2077,"('fentanyl', 'sertraline')",2
2078,"('norfentanyl', 'sertraline')",2
2079,"('diltiazem', 'lorazepam')",2
2080,"('11_hydroxy_delta_9_thc', 'eddp')",2
2081,"('11_hydroxy_delta_9_thc', 'hydrocodone')",2
2082,"('11_hydroxy_delta_9_thc', 'hydromorphone')",2
2083,"('norfentanyl', 'sedatives_hypnotics')",2
2084,"('analgesics', 'nicotine')",2
2085,"('anticonvulsants', 'nicotine')",2
2086,"('antidepressants', 'salicylates')",2
2087,"('nicotine', 'salicylates')",2
2088,"('paroxetine', 'salicylates')",2
2089,"('7aminoclonazepam', 'hydromorphone')",2
2090,"('cotinine', 'lorazepam')",2
2091,"('cotinine', 'oxycodone')",2
2092,"('cardiovascular', 'salicylates')",2
2093,"('hydromorphone', 'salicylates')",2
2094,"('metoprolol', 'salicylates')",2
2095,"('morphine', 'salicylates')",2
2096,"('nicotine', 'trazodone')",2
2097,"('oxycodone', 'trazodone')",2
2098,"('salicylates', 'sedatives_hypnotics')",2
2099,"('clonazepam', 'diazepam')",2
2100,"('cardiovascular', 'valproicacid')",2
2101,"('diltiazem', 'valproicacid')",2
2102,"('methamphetamine', 'valproicacid')",2
2103,"('antihistamines', 'cotinine')",2
2104,"('antihistamines', 'oxycodone')",2
2105,"('caffeine', 'oxycodone')",2
2106,"('benzoylecgonine', 'clonazepam')",2
2107,"('fentanyl', 'pseudoephedrine')",2
2108,"('benzoylecgonine', 'diazepam')",2
2109,"('cocaine', 'diazepam')",2
2110,"('11_hydroxy_delta_9_thc', 'oxycodone')",2
2111,"('7aminoclonazepam', 'cocaethylene')",2
2112,"('alprazolam', 'cocaethylene')",2
2113,"('cocaethylene', 'oxycodone')",2
2114,"('acetaminophen', 'alcohols')",2
2115,"('acetaminophen', 'caffeine')",2
2116,"('acetaminophen', 'ethanol')",2
2117,"('acetaminophen', 'salicylates')",2
2118,"('caffeine', 'salicylates')",2
2119,"('cotinine', 'dihydrocodeine')",2
2120,"('dihydrocodeine', 'sedatives_hypnotics')",2
2121,"('11_hydroxy_delta_9_thc', 'diazepam')",2
2122,"('11_hydroxy_delta_9_thc', 'nordiazapam')",2
2123,"('delta_9_carboxy_thc', 'nordiazapam')",2
2124,"('delta_9_thc', 'nordiazapam')",2
2125,"('amphetamine', 'thc')",2
2126,"('opiates', 'oxycodone')",2
2127,"('alphahydroxyalprazolam', 'oxycodone')",2
2128,"('alphahydroxyalprazolam', 'oxymorphone')",2
2129,"('benzoylecgonine', 'cotinine')",2
2130,"('benzoylecgonine', 'nicotine')",2
2131,"('cocaine', 'cotinine')",2
2132,"('cocaine', 'nicotine')",2
2133,"('cotinine', 'fentanyl')",2
2134,"('cotinine', 'norfentanyl')",2
2135,"('cotinine', 'thc')",2
2136,"('fentanyl', 'nicotine')",2
2137,"('nicotine', 'norfentanyl')",2
2138,"('nicotine', 'thc')",2
2139,"('norfentanyl', 'thc')",2
2140,"('7aminoclonazepam', 'chlorophenylpiperazine')",2
2141,"('7aminoclonazepam', 'nicotine')",2
2142,"('7aminoclonazepam', 'stimulants')",2
2143,"('7aminoclonazepam', 'trazodone')",2
2144,"('alprazolam', 'antidepressants')",2
2145,"('alprazolam', 'sedatives_hypnotics')",2
2146,"('benzodiazepine', 'citalopram')",2
2147,"('chlorophenylpiperazine', 'sedatives_hypnotics')",2
2148,"('chlorophenylpiperazine', 'stimulants')",2
2149,"('citalopram', 'thc_aggregate')",2
2150,"('citalopram', 'thc_cooh')",2
2151,"('sedatives_hypnotics', 'aohalprazolam')",2
2152,"('thc', 'aohalprazolam')",2
2153,"('benzoylecgonine', 'phenylpropanolamine')",2
2154,"('cocaine', 'phenylpropanolamine')",2
2155,"('norfentanyl', 'phenylpropanolamine')",2
2156,"('benzoylecgonine', 'nordiazapam')",2
2157,"('11_hydroxy_delta_9_thc', 'phenylpropanolamine')",2
2158,"('antidepressants', 'cyclobenzaprine')",2
2159,"('caffeine', 'diphenhydramine')",2
2160,"('cyclobenzaprine', 'gastrointestionals')",2
2161,"('cyclobenzaprine', 'oxycodone')",2
2162,"('cyclobenzaprine', 'promethazine')",2
2163,"('diphenhydramine', 'gabapentin')",2
2164,"('gastrointestionals', 'muscle_relaxants')",2
2165,"('muscle_relaxants', 'oxycodone')",2
2166,"('muscle_relaxants', 'promethazine')",2
2167,"('6_mam', 'caffeine')",2
2168,"('6_mam', 'cotinine')",2
2169,"('6_mam', 'nicotine')",2
2170,"('caffeine', 'codeine')",2
2171,"('caffeine', 'heroin_from_combo')",2
2172,"('caffeine', 'morphine')",2
2173,"('caffeine', 'norfentanyl')",2
2174,"('caffeine', 'thc_aggregate')",2
2175,"('caffeine', 'thc_cooh')",2
2176,"('codeine', 'cotinine')",2
2177,"('codeine', 'nicotine')",2
2178,"('cotinine', 'heroin_from_combo')",2
2179,"('cotinine', 'morphine')",2
2180,"('fentanyl', 'aohalprazolam')",2
2181,"('heroin_from_combo', 'nicotine')",2
2182,"('norfentanyl', 'aohalprazolam')",2
2183,"('antidepressants', 'odesmethylvenlafaxine')",2
2184,"('antidepressants', 'venlafaxine')",2
2185,"('odesmethylvenlafaxine', 'venlafaxine')",2
2186,"('delta_9_carboxy_thc', 'hydromorphone')",2
2187,"('methamphetamine', 'thc')",2
2188,"('benzoylecgonine', 'aohalprazolam')",2
2189,"('chlordiazepoxide', 'fentanyl')",2
2190,"('chlordiazepoxide', 'opioids')",2
2191,"('cotinine', 'gabapentin')",2
2192,"('acetylfetanyl', 'alcohols')",2
2193,"('acetylfetanyl', 'codeine')",2
2194,"('acetylfetanyl', 'ethanol')",2
2195,"('acetylfetanyl', 'heroin_from_combo')",2
2196,"('amphetamine', 'diazepam')",2
2197,"('diazepam', 'methamphetamine')",2
2198,"('dihydrocodeine', 'methamphetamine')",2
2199,"('alcohols', 'citalopram')",2
2200,"('caffeine', 'methadone')",2
2201,"('citalopram', 'ethanol')",2
2202,"('alcohols', 'u477')",2
2203,"('ethanol', 'u477')",2
2204,"('opioids', 'u477')",2
2205,"('alprazolam', 'carisoprodol')",2
2206,"('alprazolam', 'meprobamate')",2
2207,"('benzodiazepine', 'carisoprodol')",2
2208,"('benzodiazepine', 'meprobamate')",2
2209,"('hydrocodone', 'muscle_relaxants')",2
2210,"('delta_9_thc', 'hydromorphone')",2
2211,"('acetylfetanyl', 'delta_9_carboxy_thc')",2
2212,"('acetylfetanyl', 'delta_9_thc')",2
2213,"('acetylfetanyl', 'thc_aggregate')",2
2214,"('6_mam', 'carisoprodol')",2
2215,"('6_mam', 'meprobamate')",2
2216,"('carisoprodol', 'codeine')",2
2217,"('carisoprodol', 'fentanyl')",2
2218,"('carisoprodol', 'heroin_from_combo')",2
2219,"('carisoprodol', 'morphine')",2
2220,"('carisoprodol', 'norfentanyl')",2
2221,"('codeine', 'meprobamate')",2
2222,"('fentanyl', 'meprobamate')",2
2223,"('heroin_from_combo', 'meprobamate')",2
2224,"('meprobamate', 'morphine')",2
2225,"('meprobamate', 'norfentanyl')",2
2226,"('amitriptyline', 'hydromorphone')",1
2227,"('duloxetine', 'hydromorphone')",1
2228,"('duloxetine', 'nortriptyline')",1
2229,"('duloxetine', 'pregabalin')",1
2230,"('fentanyl', 'nortriptyline')",1
2231,"('fentanyl', 'pregabalin')",1
2232,"('hydromorphone', 'nortriptyline')",1
2233,"('morphine', 'nortriptyline')",1
2234,"('nortriptyline', 'opioids')",1
2235,"('carboxy_thc', 'methadone')",1
2236,"('7aminoclonazepam', 'oxazepam')",1
2237,"('alprazolam', 'oxazepam')",1
2238,"('methadone', 'aohalprazolam')",1
2239,"('chloropheniramine', 'dextromethorphan')",1
2240,"('chloropheniramine', 'otc_cold_remedies')",1
2241,"('eddp', 'thc')",1
2242,"('diazepam', 'oxazepam')",1
2243,"('diazepam', 'temazepam')",1
2244,"('methadone', 'temazepam')",1
2245,"('7aminoclonazepam', 'antihistamines')",1
2246,"('7aminoclonazepam', 'diphenhydramine')",1
2247,"('alprazolam', 'diphenhydramine')",1
2248,"('antihistamines', 'benzoylecgonine')",1
2249,"('benzoylecgonine', 'diphenhydramine')",1
2250,"('amitriptyline', 'methadone')",1
2251,"('eddp', 'nortriptyline')",1
2252,"('methadone', 'nortriptyline')",1
2253,"('6_mam', 'pregabalin')",1
2254,"('alcohols', 'antibiotics')",1
2255,"('alcohols', 'piperacillin')",1
2256,"('antibiotics', 'ethanol')",1
2257,"('antibiotics', 'methadone')",1
2258,"('eddp', 'piperacillin')",1
2259,"('ethanol', 'piperacillin')",1
2260,"('methadone', 'piperacillin')",1
2261,"('morphine', 'piperacillin')",1
2262,"('opioids', 'piperacillin')",1
2263,"('alprazolam', 'tramadol')",1
2264,"('alprazolam', 'tramadol_aggregate')",1
2265,"('chloropheniramine', 'hydromorphone')",1
2266,"('7aminoclonazepam', 'carboxy_thc')",1
2267,"('lorazepam', 'salicylates')",1
2268,"('methadone', 'salicylates')",1
2269,"('antidepressants', 'meprobamate')",1
2270,"('antihistamines', 'meprobamate')",1
2271,"('antihistamines', 'trazodone')",1
2272,"('diphenhydramine', 'meprobamate')",1
2273,"('diphenhydramine', 'trazodone')",1
2274,"('meprobamate', 'trazodone')",1
2275,"('lorazepam', 'norsertraline')",1
2276,"('antidepressants', 'phenobarbital')",1
2277,"('barbituates', 'delta_9_carboxy_thc')",1
2278,"('barbituates', 'delta_9_thc')",1
2279,"('barbituates', 'phenobarbital')",1
2280,"('benzoylecgonine', 'phenobarbital')",1
2281,"('delta_9_carboxy_thc', 'phenobarbital')",1
2282,"('delta_9_thc', 'phenobarbital')",1
2283,"('eddp', 'phenobarbital')",1
2284,"('paroxetine', 'phenobarbital')",1
2285,"('phenobarbital', 'thc_aggregate')",1
2286,"('cocaine', 'verapamil')",1
2287,"('barbituates', 'caffeine')",1
2288,"('barbituates', 'naloxone')",1
2289,"('barbituates', 'opioid_antagonist')",1
2290,"('caffeine', 'naloxone')",1
2291,"('caffeine', 'opioid_antagonist')",1
2292,"('caffeine', 'paroxetine')",1
2293,"('fluoxetine', 'naloxone')",1
2294,"('fluoxetine', 'opioid_antagonist')",1
2295,"('fluoxetine', 'aohalprazolam')",1
2296,"('hydromorphone', 'naloxone')",1
2297,"('hydromorphone', 'opioid_antagonist')",1
2298,"('naloxone', 'norfluoxetine')",1
2299,"('naloxone', 'stimulants')",1
2300,"('naloxone', 'aohalprazolam')",1
2301,"('norfluoxetine', 'opioid_antagonist')",1
2302,"('norfluoxetine', 'aohalprazolam')",1
2303,"('opioid_antagonist', 'stimulants')",1
2304,"('opioid_antagonist', 'aohalprazolam')",1
2305,"('antihistamines', 'sedatives_hypnotics')",1
2306,"('fentanyl', 'hydroxyzine')",1
2307,"('hydroxyzine', 'sedatives_hypnotics')",1
2308,"('acetaminophen', 'eszopiclone')",1
2309,"('cardiovascular', 'dihydrocodeine')",1
2310,"('clonazepam', 'thc_cooh')",1
2311,"('cocaethylene', 'dihydrocodeine')",1
2312,"('dihydrocodeine', 'lorazepam')",1
2313,"('dihydrocodeine', 'verapamil')",1
2314,"('lorazepam', 'verapamil')",1
2315,"('thc', 'verapamil')",1
2316,"('thc_cooh', 'verapamil')",1
2317,"('acetaminophen', 'barbituates')",1
2318,"('acetaminophen', 'benzoylecgonine')",1
2319,"('acetaminophen', 'fluoxetine')",1
2320,"('acetaminophen', 'gabapentin')",1
2321,"('acetaminophen', 'oxycodone')",1
2322,"('acetaminophen', 'oxymorphone')",1
2323,"('analgesics', 'benzoylecgonine')",1
2324,"('barbituates', 'temazepam')",1
2325,"('benzoylecgonine', 'fluoxetine')",1
2326,"('benzoylecgonine', 'gabapentin')",1
2327,"('fentanyl', 'temazepam')",1
2328,"('fluoxetine', 'temazepam')",1
2329,"('cardiovascular', 'methadone')",1
2330,"('cocaethylene', 'methadone')",1
2331,"('cocaethylene', 'narcotics')",1
2332,"('cocaethylene', 'oxazepam')",1
2333,"('methadone', 'metoprolol')",1
2334,"('methadone', 'miscellaneous')",1
2335,"('methadone', 'narcotics')",1
2336,"('metoprolol', 'narcotics')",1
2337,"('metoprolol', 'oxazepam')",1
2338,"('narcotics', 'thc')",1
2339,"('narcotics', 'thc_aggregate')",1
2340,"('narcotics', 'thc_cooh')",1
2341,"('oxazepam', 'thc')",1
2342,"('alprazolam', 'verapamil')",1
2343,"('amphetamine', 'analgesics')",1
2344,"('amphetamine', 'citalopram')",1
2345,"('amphetamine', 'dextromethorphan')",1
2346,"('amphetamine', 'gabapentin')",1
2347,"('amphetamine', 'mirtazapine')",1
2348,"('amphetamine', 'nortramadol')",1
2349,"('amphetamine', 'tramadol')",1
2350,"('amphetamine', 'tramadol_aggregate')",1
2351,"('amphetamines', 'citalopram')",1
2352,"('amphetamines', 'mirtazapine')",1
2353,"('analgesics', 'mirtazapine')",1
2354,"('anticonvulsants', 'mirtazapine')",1
2355,"('barbituates', 'citalopram')",1
2356,"('barbituates', 'mirtazapine')",1
2357,"('citalopram', 'dextromethorphan')",1
2358,"('citalopram', 'eszopiclone')",1
2359,"('citalopram', 'mirtazapine')",1
2360,"('citalopram', 'norfluoxetine')",1
2361,"('citalopram', 'nortramadol')",1
2362,"('citalopram', 'otc_cold_remedies')",1
2363,"('citalopram', 'paroxetine')",1
2364,"('citalopram', 'tramadol')",1
2365,"('citalopram', 'tramadol_aggregate')",1
2366,"('dextromethorphan', 'mirtazapine')",1
2367,"('eddp', 'mirtazapine')",1
2368,"('eszopiclone', 'gabapentin')",1
2369,"('eszopiclone', 'mirtazapine')",1
2370,"('eszopiclone', 'nortramadol')",1
2371,"('gabapentin', 'mirtazapine')",1
2372,"('gabapentin', 'norfluoxetine')",1
2373,"('gabapentin', 'nortramadol')",1
2374,"('hydrocodone', 'mirtazapine')",1
2375,"('mirtazapine', 'norfluoxetine')",1
2376,"('mirtazapine', 'nortramadol')",1
2377,"('mirtazapine', 'otc_cold_remedies')",1
2378,"('mirtazapine', 'opioids')",1
2379,"('mirtazapine', 'paroxetine')",1
2380,"('mirtazapine', 'sedatives_hypnotics')",1
2381,"('mirtazapine', 'tramadol')",1
2382,"('mirtazapine', 'tramadol_aggregate')",1
2383,"('nortramadol', 'sedatives_hypnotics')",1
2384,"('acetaminophen', 'aohalprazolam')",1
2385,"('dextromethorphan', 'temazepam')",1
2386,"('otc_cold_remedies', 'temazepam')",1
2387,"('temazepam', 'aohalprazolam')",1
2388,"('cocaethylene', 'ephedrine')",1
2389,"('cocaethylene', 'mda')",1
2390,"('ephedrine', 'mda')",1
2391,"('diphenhydramine', 'hydrocodone')",1
2392,"('diphenhydramine', 'hydromorphone')",1
2393,"('carboxy_thc', 'clonazepam')",1
2394,"('carboxy_thc', 'verapamil')",1
2395,"('clonazepam', 'doxylamine')",1
2396,"('diltiazem', 'verapamil')",1
2397,"('doxylamine', 'verapamil')",1
2398,"('antidepressants', 'mdma')",1
2399,"('mdma', 'paroxetine')",1
2400,"('oxycodone', 'verapamil')",1
2401,"('oxymorphone', 'verapamil')",1
2402,"('hydromorphone', 'hydroxyzine')",1
2403,"('diltiazem', 'miscellaneous')",1
2404,"('diltiazem', 'narcotics')",1
2405,"('diltiazem', 'oxazepam')",1
2406,"('methamphetamine', 'narcotics')",1
2407,"('acetaminophen', 'antipsycotics')",1
2408,"('acetaminophen', 'buprenorphine')",1
2409,"('acetaminophen', 'cardiovascular')",1
2410,"('acetaminophen', 'chlorophenylpiperazine')",1
2411,"('acetaminophen', 'clonazepam')",1
2412,"('acetaminophen', 'clozapine')",1
2413,"('acetaminophen', 'ephedrine')",1
2414,"('acetaminophen', 'norbuprenorphine')",1
2415,"('acetaminophen', 'norclozapine')",1
2416,"('acetaminophen', 'norfentanyl')",1
2417,"('acetaminophen', 'norfluoxetine')",1
2418,"('acetaminophen', 'nortramadol')",1
2419,"('acetaminophen', 'oxcarbazepine')",1
2420,"('acetaminophen', 'topiramate')",1
2421,"('acetaminophen', 'tramadol')",1
2422,"('acetaminophen', 'tramadol_aggregate')",1
2423,"('acetaminophen', 'trazodone')",1
2424,"('acetaminophen', 'verapamil')",1
2425,"('amphetamines', 'chlorophenylpiperazine')",1
2426,"('amphetamines', 'clozapine')",1
2427,"('amphetamines', 'norbuprenorphine')",1
2428,"('analgesics', 'clozapine')",1
2429,"('analgesics', 'ephedrine')",1
2430,"('analgesics', 'norbuprenorphine')",1
2431,"('analgesics', 'norclozapine')",1
2432,"('analgesics', 'norfentanyl')",1
2433,"('analgesics', 'verapamil')",1
2434,"('anticonvulsants', 'chlorophenylpiperazine')",1
2435,"('anticonvulsants', 'clozapine')",1
2436,"('antidepressants', 'clozapine')",1
2437,"('antipsycotics', 'chlorophenylpiperazine')",1
2438,"('antipsycotics', 'clozapine')",1
2439,"('antipsycotics', 'norbuprenorphine')",1
2440,"('antipsycotics', 'nortramadol')",1
2441,"('antipsycotics', 'verapamil')",1
2442,"('benzodiazepine', 'clozapine')",1
2443,"('benzodiazepine', 'norbuprenorphine')",1
2444,"('buprenorphine', 'chlorophenylpiperazine')",1
2445,"('buprenorphine', 'clonazepam')",1
2446,"('buprenorphine', 'clozapine')",1
2447,"('buprenorphine', 'eddp')",1
2448,"('buprenorphine', 'ephedrine')",1
2449,"('buprenorphine', 'fentanyl')",1
2450,"('buprenorphine', 'hydrocodone')",1
2451,"('buprenorphine', 'hydromorphone')",1
2452,"('buprenorphine', 'norclozapine')",1
2453,"('buprenorphine', 'norfentanyl')",1
2454,"('buprenorphine', 'norfluoxetine')",1
2455,"('buprenorphine', 'nortramadol')",1
2456,"('buprenorphine', 'oxcarbazepine')",1
2457,"('buprenorphine', 'trazodone')",1
2458,"('buprenorphine', 'verapamil')",1
2459,"('cardiovascular', 'clozapine')",1
2460,"('cardiovascular', 'norclozapine')",1
2461,"('cardiovascular', 'nortramadol')",1
2462,"('cardiovascular', 'oxcarbazepine')",1
